TellingSubsequence,WordContainingIt,ProperJudgementForWord
NONE,ke ke pi ke pa,okay
NONE,ke ke pi ke pa,okay
NONE,ke ke pi ke pa,okay
NONE,pI pE pE,okay
NONE,pI pE pE,okay
NONE,pI pE pE,okay
NONE,pI pE pE,okay
NONE,pI pE pE,okay
NONE,pI pE pE,okay
NONE,pI pE pE,okay
NONE,pI pE pE,okay
NONE,pI pI kI,okay
NONE,pI pI kI,okay
NONE,pI pI kI,okay
NONE,pI pI kI,okay
NONE,pI pI kI,okay
NONE,pI pI kI,okay
NONE,pI pI kI,okay
NONE,pI pI kI,okay
NONE,te ki ki ke,okay
NONE,te ki ki ke,okay
NONE,te ki ki ke,okay
NONE,te ki ki ke,okay
NONE,te ki ki ke,okay
NONE,te ki ki ke,okay
NONE,te ki ki ke,okay
NONE,te ki ki ke,okay
NONE,pi pi pi ki,okay
NONE,pi pi pi ki,okay
NONE,pi pi pi ki,okay
NONE,pi pi pi ki,okay
NONE,pi pi pi ki,okay
NONE,pi pi pi ki,okay
NONE,pi pi pi ki,okay
NONE,pi pi pi ki,okay
NONE,te pi ke ka pe,okay
NONE,te pi ke ka pe,okay
NONE,te pi ke ka pe,okay
NONE,te pi ke ka pe,okay
NONE,te pi ke ka pe,okay
NONE,te pi ke ka pe,okay
NONE,te pi ke ka pe,okay
NONE,te pi ke ka pe,okay
NONE,tI pI pa ke,okay
NONE,tI pI pa ke,okay
NONE,tI pI pa ke,okay
NONE,tI pI pa ke,okay
NONE,tI pI pa ke,okay
Iae,tI pI pa ke,bad
NONE,tI pI pa ke,okay
NONE,tI pI pa ke,okay
NONE,pI kI kI,okay
NONE,pI kI kI,okay
NONE,pI kI kI,okay
NONE,pI kI kI,okay
NONE,pI kI kI,okay
NONE,pI kI kI,okay
NONE,pI kI kI,okay
NONE,pI kI kI,okay
NONE,ta pI ta,okay
NONE,ta pI ta,okay
NONE,ta pI ta,okay
NONE,ta pI ta,okay
NONE,ta pI ta,okay
NONE,ta pI ta,okay
NONE,ta pI ta,okay
NONE,ta pI ta,okay
iaI,ta ki ka tI,bad
NONE,ta ki ka tI,okay
NONE,ta ki ka tI,okay
NONE,ta ki ka tI,okay
NONE,ta ki ka tI,okay
NONE,ta ki ka tI,okay
NONE,ta ki ka tI,okay
NONE,ta ki ka tI,okay
NONE,ti ke pe pe,okay
NONE,ti ke pe pe,okay
NONE,ti ke pe pe,okay
NONE,ti ke pe pe,okay
NONE,ti ke pe pe,okay
NONE,ti ke pe pe,okay
NONE,ti ke pe pe,okay
NONE,ti ke pe pe,okay
NONE,ka tE pa pE,okay
NONE,ka tE pa pE,okay
NONE,ka tE pa pE,okay
NONE,ka tE pa pE,okay
NONE,ka tE pa pE,okay
NONE,ka tE pa pE,okay
NONE,ka tE pa pE,okay
NONE,ka tE pa pE,okay
NONE,pI tE pa,okay
NONE,pI tE pa,okay
NONE,pI tE pa,okay
NONE,pI tE pa,okay
NONE,pI tE pa,okay
NONE,pI tE pa,okay
NONE,pI tE pa,okay
NONE,pI tE pa,okay
NONE,pe te pe ki ki,okay
NONE,pe te pe ki ki,okay
NONE,pe te pe ki ki,okay
NONE,pe te pe ki ki,okay
NONE,pe te pe ki ki,okay
NONE,pe te pe ki ki,okay
NONE,pe te pe ki ki,okay
NONE,pe te pe ki ki,okay
NONE,tE tE pI kE tI,okay
NONE,tE tE pI kE tI,okay
NONE,tE tE pI kE tI,okay
NONE,tE tE pI kE tI,okay
NONE,tE tE pI kE tI,okay
NONE,tE tE pI kE tI,okay
NONE,tE tE pI kE tI,okay
NONE,tE tE pI kE tI,okay
NONE,pE kI ka,okay
NONE,pE kI ka,okay
NONE,pE kI ka,okay
NONE,pE kI ka,okay
NONE,pE kI ka,okay
NONE,pE kI ka,okay
NONE,pE kI ka,okay
NONE,pE kI ka,okay
NONE,ka ki pe ki,okay
NONE,ka ki pe ki,okay
NONE,ka ki pe ki,okay
NONE,ka ki pe ki,okay
NONE,ka ki pe ki,okay
NONE,ka ki pe ki,okay
NONE,ka ki pe ki,okay
NONE,ka ki pe ki,okay
NONE,kE kI pE,okay
NONE,kE kI pE,okay
NONE,kE kI pE,okay
NONE,kE kI pE,okay
NONE,kE kI pE,okay
NONE,kE kI pE,okay
NONE,kE kI pE,okay
NONE,kE kI pE,okay
NONE,ke ki ka pE,okay
iaE,ke ki ka pE,bad
NONE,ke ki ka pE,okay
NONE,ke ki ka pE,okay
NONE,ke ki ka pE,okay
NONE,ke ki ka pE,okay
NONE,ke ki ka pE,okay
NONE,ke ki ka pE,okay
NONE,pi ki ta kE ka pE,okay
iaE,pi ki ta kE ka pE,bad
NONE,pi ki ta kE ka pE,okay
NONE,pi ki ta kE ka pE,okay
NONE,pi ki ta kE ka pE,okay
NONE,pi ki ta kE ka pE,okay
NONE,pi ki ta kE ka pE,okay
NONE,pi ki ta kE ka pE,okay
NONE,tE ta pi,okay
NONE,tE ta pi,okay
NONE,tE ta pi,okay
NONE,tE ta pi,okay
NONE,tE ta pi,okay
NONE,tE ta pi,okay
Eai,tE ta pi,bad
NONE,tE ta pi,okay
NONE,tE pa te pi,okay
NONE,tE pa te pi,okay
NONE,tE pa te pi,okay
NONE,tE pa te pi,okay
NONE,tE pa te pi,okay
NONE,tE pa te pi,okay
NONE,tE pa te pi,okay
Eae,tE pa te pi,bad
NONE,te ta te,okay
NONE,te ta te,okay
NONE,te ta te,okay
NONE,te ta te,okay
NONE,te ta te,okay
NONE,te ta te,okay
NONE,te ta te,okay
NONE,te ta te,okay
NONE,ti te ti,okay
NONE,ti te ti,okay
NONE,ti te ti,okay
NONE,ti te ti,okay
NONE,ti te ti,okay
NONE,ti te ti,okay
NONE,ti te ti,okay
NONE,ti te ti,okay
NONE,kI tE pI tE,okay
NONE,kI tE pI tE,okay
NONE,kI tE pI tE,okay
NONE,kI tE pI tE,okay
NONE,kI tE pI tE,okay
NONE,kI tE pI tE,okay
NONE,kI tE pI tE,okay
NONE,kI tE pI tE,okay
NONE,pI pI pI tE,okay
NONE,pI pI pI tE,okay
NONE,pI pI pI tE,okay
NONE,pI pI pI tE,okay
NONE,pI pI pI tE,okay
NONE,pI pI pI tE,okay
NONE,pI pI pI tE,okay
NONE,pI pI pI tE,okay
NONE,ta te pa pE pa kI pE,okay
NONE,ta te pa pE pa kI pE,okay
NONE,ta te pa pE pa kI pE,okay
eaE,ta te pa pE pa kI pE,bad
NONE,ta te pa pE pa kI pE,okay
NONE,ta te pa pE pa kI pE,okay
NONE,ta te pa pE pa kI pE,okay
NONE,ta te pa pE pa kI pE,okay
NONE,kI ta kE,okay
NONE,kI ta kE,okay
NONE,kI ta kE,okay
NONE,kI ta kE,okay
NONE,kI ta kE,okay
NONE,kI ta kE,okay
NONE,kI ta kE,okay
NONE,kI ta kE,okay
NONE,ti ki ke ka ka,okay
NONE,ti ki ke ka ka,okay
NONE,ti ki ke ka ka,okay
NONE,ti ki ke ka ka,okay
NONE,ti ki ke ka ka,okay
NONE,ti ki ke ka ka,okay
NONE,ti ki ke ka ka,okay
NONE,ti ki ke ka ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,tE pI kI tE pE ka,okay
NONE,kE pa pE,okay
NONE,kE pa pE,okay
NONE,kE pa pE,okay
NONE,kE pa pE,okay
NONE,kE pa pE,okay
NONE,kE pa pE,okay
NONE,kE pa pE,okay
NONE,kE pa pE,okay
NONE,pa te ka,okay
NONE,pa te ka,okay
NONE,pa te ka,okay
NONE,pa te ka,okay
NONE,pa te ka,okay
NONE,pa te ka,okay
NONE,pa te ka,okay
NONE,pa te ka,okay
NONE,kI kI ta pE,okay
NONE,kI kI ta pE,okay
NONE,kI kI ta pE,okay
NONE,kI kI ta pE,okay
NONE,kI kI ta pE,okay
NONE,kI kI ta pE,okay
NONE,kI kI ta pE,okay
NONE,kI kI ta pE,okay
NONE,ka ki ti ka,okay
NONE,ka ki ti ka,okay
NONE,ka ki ti ka,okay
NONE,ka ki ti ka,okay
NONE,ka ki ti ka,okay
NONE,ka ki ti ka,okay
NONE,ka ki ti ka,okay
NONE,ka ki ti ka,okay
NONE,pe ki ta pi ti,okay
NONE,pe ki ta pi ti,okay
NONE,pe ki ta pi ti,okay
NONE,pe ki ta pi ti,okay
NONE,pe ki ta pi ti,okay
NONE,pe ki ta pi ti,okay
NONE,pe ki ta pi ti,okay
NONE,pe ki ta pi ti,okay
NONE,pi pa ke ke,okay
NONE,pi pa ke ke,okay
NONE,pi pa ke ke,okay
NONE,pi pa ke ke,okay
NONE,pi pa ke ke,okay
NONE,pi pa ke ke,okay
NONE,pi pa ke ke,okay
NONE,pi pa ke ke,okay
NONE,ke ta kI,okay
NONE,ke ta kI,okay
eaI,ke ta kI,bad
NONE,ke ta kI,okay
NONE,ke ta kI,okay
NONE,ke ta kI,okay
NONE,ke ta kI,okay
NONE,ke ta kI,okay
NONE,te pi ki,okay
NONE,te pi ki,okay
NONE,te pi ki,okay
NONE,te pi ki,okay
NONE,te pi ki,okay
NONE,te pi ki,okay
NONE,te pi ki,okay
NONE,te pi ki,okay
NONE,kI ka ki,okay
NONE,kI ka ki,okay
NONE,kI ka ki,okay
NONE,kI ka ki,okay
Iai,kI ka ki,bad
NONE,kI ka ki,okay
NONE,kI ka ki,okay
NONE,kI ka ki,okay
NONE,ti ke ki te,okay
NONE,ti ke ki te,okay
NONE,ti ke ki te,okay
NONE,ti ke ki te,okay
NONE,ti ke ki te,okay
NONE,ti ke ki te,okay
NONE,ti ke ki te,okay
NONE,ti ke ki te,okay
NONE,te te ta pa ti,okay
NONE,te te ta pa ti,okay
NONE,te te ta pa ti,okay
NONE,te te ta pa ti,okay
NONE,te te ta pa ti,okay
NONE,te te ta pa ti,okay
NONE,te te ta pa ti,okay
NONE,te te ta pa ti,okay
NONE,pa pa ti ka,okay
NONE,pa pa ti ka,okay
NONE,pa pa ti ka,okay
NONE,pa pa ti ka,okay
NONE,pa pa ti ka,okay
NONE,pa pa ti ka,okay
NONE,pa pa ti ka,okay
NONE,pa pa ti ka,okay
NONE,tE kI kI pE,okay
NONE,tE kI kI pE,okay
NONE,tE kI kI pE,okay
NONE,tE kI kI pE,okay
NONE,tE kI kI pE,okay
NONE,tE kI kI pE,okay
NONE,tE kI kI pE,okay
NONE,tE kI kI pE,okay
NONE,ke ti ke te ki,okay
NONE,ke ti ke te ki,okay
NONE,ke ti ke te ki,okay
NONE,ke ti ke te ki,okay
NONE,ke ti ke te ki,okay
NONE,ke ti ke te ki,okay
NONE,ke ti ke te ki,okay
NONE,ke ti ke te ki,okay
NONE,ke pe pi ti,okay
NONE,ke pe pi ti,okay
NONE,ke pe pi ti,okay
NONE,ke pe pi ti,okay
NONE,ke pe pi ti,okay
NONE,ke pe pi ti,okay
NONE,ke pe pi ti,okay
NONE,ke pe pi ti,okay
NONE,pE pE pI ka,okay
NONE,pE pE pI ka,okay
NONE,pE pE pI ka,okay
NONE,pE pE pI ka,okay
NONE,pE pE pI ka,okay
NONE,pE pE pI ka,okay
NONE,pE pE pI ka,okay
NONE,pE pE pI ka,okay
NONE,ti te te ka,okay
NONE,ti te te ka,okay
NONE,ti te te ka,okay
NONE,ti te te ka,okay
NONE,ti te te ka,okay
NONE,ti te te ka,okay
NONE,ti te te ka,okay
NONE,ti te te ka,okay
NONE,pe ka ka kI,okay
NONE,pe ka ka kI,okay
NONE,pe ka ka kI,okay
NONE,pe ka ka kI,okay
NONE,pe ka ka kI,okay
NONE,pe ka ka kI,okay
NONE,pe ka ka kI,okay
NONE,pe ka ka kI,okay
NONE,ti pi pa kE,okay
iaE,ti pi pa kE,bad
NONE,ti pi pa kE,okay
NONE,ti pi pa kE,okay
NONE,ti pi pa kE,okay
NONE,ti pi pa kE,okay
NONE,ti pi pa kE,okay
NONE,ti pi pa kE,okay
NONE,ti pi te,okay
NONE,ti pi te,okay
NONE,ti pi te,okay
NONE,ti pi te,okay
NONE,ti pi te,okay
NONE,ti pi te,okay
NONE,ti pi te,okay
NONE,ti pi te,okay
NONE,kE kE kE,okay
NONE,kE kE kE,okay
NONE,kE kE kE,okay
NONE,kE kE kE,okay
NONE,kE kE kE,okay
NONE,kE kE kE,okay
NONE,kE kE kE,okay
NONE,kE kE kE,okay
NONE,ti pi ti pa,okay
NONE,ti pi ti pa,okay
NONE,ti pi ti pa,okay
NONE,ti pi ti pa,okay
NONE,ti pi ti pa,okay
NONE,ti pi ti pa,okay
NONE,ti pi ti pa,okay
NONE,ti pi ti pa,okay
NONE,kI kE pa ta,okay
NONE,kI kE pa ta,okay
NONE,kI kE pa ta,okay
NONE,kI kE pa ta,okay
NONE,kI kE pa ta,okay
NONE,kI kE pa ta,okay
NONE,kI kE pa ta,okay
NONE,kI kE pa ta,okay
NONE,te ti te,okay
NONE,te ti te,okay
NONE,te ti te,okay
NONE,te ti te,okay
NONE,te ti te,okay
NONE,te ti te,okay
NONE,te ti te,okay
NONE,te ti te,okay
NONE,tE tI pE pE kI,okay
NONE,tE tI pE pE kI,okay
NONE,tE tI pE pE kI,okay
NONE,tE tI pE pE kI,okay
NONE,tE tI pE pE kI,okay
NONE,tE tI pE pE kI,okay
NONE,tE tI pE pE kI,okay
NONE,tE tI pE pE kI,okay
NONE,ki ta pE pI,okay
iaE,ki ta pE pI,bad
NONE,ki ta pE pI,okay
NONE,ki ta pE pI,okay
NONE,ki ta pE pI,okay
NONE,ki ta pE pI,okay
NONE,ki ta pE pI,okay
NONE,ki ta pE pI,okay
iaI,pi ka pI kE,bad
NONE,pi ka pI kE,okay
NONE,pi ka pI kE,okay
NONE,pi ka pI kE,okay
NONE,pi ka pI kE,okay
NONE,pi ka pI kE,okay
NONE,pi ka pI kE,okay
NONE,pi ka pI kE,okay
NONE,kE ka ta pI,okay
NONE,kE ka ta pI,okay
NONE,kE ka ta pI,okay
NONE,kE ka ta pI,okay
NONE,kE ka ta pI,okay
NONE,kE ka ta pI,okay
NONE,kE ka ta pI,okay
NONE,kE ka ta pI,okay
NONE,ka kI kI kI,okay
NONE,ka kI kI kI,okay
NONE,ka kI kI kI,okay
NONE,ka kI kI kI,okay
NONE,ka kI kI kI,okay
NONE,ka kI kI kI,okay
NONE,ka kI kI kI,okay
NONE,ka kI kI kI,okay
NONE,ti ka ti,okay
NONE,ti ka ti,okay
NONE,ti ka ti,okay
NONE,ti ka ti,okay
NONE,ti ka ti,okay
NONE,ti ka ti,okay
NONE,ti ka ti,okay
NONE,ti ka ti,okay
NONE,tE pI pa pI,okay
NONE,tE pI pa pI,okay
NONE,tE pI pa pI,okay
NONE,tE pI pa pI,okay
NONE,tE pI pa pI,okay
NONE,tE pI pa pI,okay
NONE,tE pI pa pI,okay
NONE,tE pI pa pI,okay
NONE,pa tI pE tI pa ke pa ti,okay
NONE,pa tI pE tI pa ke pa ti,okay
NONE,pa tI pE tI pa ke pa ti,okay
NONE,pa tI pE tI pa ke pa ti,okay
NONE,pa tI pE tI pa ke pa ti,okay
Iae,pa tI pE tI pa ke pa ti,bad
NONE,pa tI pE tI pa ke pa ti,okay
NONE,pa tI pE tI pa ke pa ti,okay
NONE,tE kE pa kE,okay
NONE,tE kE pa kE,okay
NONE,tE kE pa kE,okay
NONE,tE kE pa kE,okay
NONE,tE kE pa kE,okay
NONE,tE kE pa kE,okay
NONE,tE kE pa kE,okay
NONE,tE kE pa kE,okay
NONE,pe pa kI,okay
NONE,pe pa kI,okay
eaI,pe pa kI,bad
NONE,pe pa kI,okay
NONE,pe pa kI,okay
NONE,pe pa kI,okay
NONE,pe pa kI,okay
NONE,pe pa kI,okay
iaI,ki ta pI,bad
NONE,ki ta pI,okay
NONE,ki ta pI,okay
NONE,ki ta pI,okay
NONE,ki ta pI,okay
NONE,ki ta pI,okay
NONE,ki ta pI,okay
NONE,ki ta pI,okay
NONE,pe te ta,okay
NONE,pe te ta,okay
NONE,pe te ta,okay
NONE,pe te ta,okay
NONE,pe te ta,okay
NONE,pe te ta,okay
NONE,pe te ta,okay
NONE,pe te ta,okay
NONE,ke ka pE,okay
NONE,ke ka pE,okay
NONE,ke ka pE,okay
eaE,ke ka pE,bad
NONE,ke ka pE,okay
NONE,ke ka pE,okay
NONE,ke ka pE,okay
NONE,ke ka pE,okay
NONE,ka ki pe pi pe,okay
NONE,ka ki pe pi pe,okay
NONE,ka ki pe pi pe,okay
NONE,ka ki pe pi pe,okay
NONE,ka ki pe pi pe,okay
NONE,ka ki pe pi pe,okay
NONE,ka ki pe pi pe,okay
NONE,ka ki pe pi pe,okay
NONE,tE ta tI,okay
NONE,tE ta tI,okay
NONE,tE ta tI,okay
NONE,tE ta tI,okay
NONE,tE ta tI,okay
NONE,tE ta tI,okay
NONE,tE ta tI,okay
NONE,tE ta tI,okay
NONE,ki pa ta,okay
NONE,ki pa ta,okay
NONE,ki pa ta,okay
NONE,ki pa ta,okay
NONE,ki pa ta,okay
NONE,ki pa ta,okay
NONE,ki pa ta,okay
NONE,ki pa ta,okay
NONE,ta tI tE,okay
NONE,ta tI tE,okay
NONE,ta tI tE,okay
NONE,ta tI tE,okay
NONE,ta tI tE,okay
NONE,ta tI tE,okay
NONE,ta tI tE,okay
NONE,ta tI tE,okay
NONE,ta tE ta kE kI,okay
NONE,ta tE ta kE kI,okay
NONE,ta tE ta kE kI,okay
NONE,ta tE ta kE kI,okay
NONE,ta tE ta kE kI,okay
NONE,ta tE ta kE kI,okay
NONE,ta tE ta kE kI,okay
NONE,ta tE ta kE kI,okay
NONE,pa pI,okay
NONE,pa pI,okay
NONE,pa pI,okay
NONE,pa pI,okay
NONE,pa pI,okay
NONE,pa pI,okay
NONE,pa pI,okay
NONE,pa pI,okay
NONE,kE ka te,okay
NONE,kE ka te,okay
NONE,kE ka te,okay
NONE,kE ka te,okay
NONE,kE ka te,okay
NONE,kE ka te,okay
NONE,kE ka te,okay
Eae,kE ka te,bad
NONE,ka tI pI,okay
NONE,ka tI pI,okay
NONE,ka tI pI,okay
NONE,ka tI pI,okay
NONE,ka tI pI,okay
NONE,ka tI pI,okay
NONE,ka tI pI,okay
NONE,ka tI pI,okay
NONE,ki ti pe,okay
NONE,ki ti pe,okay
NONE,ki ti pe,okay
NONE,ki ti pe,okay
NONE,ki ti pe,okay
NONE,ki ti pe,okay
NONE,ki ti pe,okay
NONE,ki ti pe,okay
NONE,ke pe pa,okay
NONE,ke pe pa,okay
NONE,ke pe pa,okay
NONE,ke pe pa,okay
NONE,ke pe pa,okay
NONE,ke pe pa,okay
NONE,ke pe pa,okay
NONE,ke pe pa,okay
NONE,pE tE ta ka pe,okay
NONE,pE tE ta ka pe,okay
NONE,pE tE ta ka pe,okay
NONE,pE tE ta ka pe,okay
NONE,pE tE ta ka pe,okay
NONE,pE tE ta ka pe,okay
NONE,pE tE ta ka pe,okay
NONE,pE tE ta ka pe,okay
iaI,ki ta tI ka,bad
NONE,ki ta tI ka,okay
NONE,ki ta tI ka,okay
NONE,ki ta tI ka,okay
NONE,ki ta tI ka,okay
NONE,ki ta tI ka,okay
NONE,ki ta tI ka,okay
NONE,ki ta tI ka,okay
NONE,pe pi ti,okay
NONE,pe pi ti,okay
NONE,pe pi ti,okay
NONE,pe pi ti,okay
NONE,pe pi ti,okay
NONE,pe pi ti,okay
NONE,pe pi ti,okay
NONE,pe pi ti,okay
NONE,kI ta pe,okay
NONE,kI ta pe,okay
NONE,kI ta pe,okay
NONE,kI ta pe,okay
NONE,kI ta pe,okay
Iae,kI ta pe,bad
NONE,kI ta pe,okay
NONE,kI ta pe,okay
NONE,ka ke ke,okay
NONE,ka ke ke,okay
NONE,ka ke ke,okay
NONE,ka ke ke,okay
NONE,ka ke ke,okay
NONE,ka ke ke,okay
NONE,ka ke ke,okay
NONE,ka ke ke,okay
NONE,kE ka te pa,okay
NONE,kE ka te pa,okay
NONE,kE ka te pa,okay
NONE,kE ka te pa,okay
NONE,kE ka te pa,okay
NONE,kE ka te pa,okay
NONE,kE ka te pa,okay
Eae,kE ka te pa,bad
NONE,pe pa ki pi,okay
NONE,pe pa ki pi,okay
NONE,pe pa ki pi,okay
NONE,pe pa ki pi,okay
NONE,pe pa ki pi,okay
NONE,pe pa ki pi,okay
NONE,pe pa ki pi,okay
NONE,pe pa ki pi,okay
NONE,pa ka pi,okay
NONE,pa ka pi,okay
NONE,pa ka pi,okay
NONE,pa ka pi,okay
NONE,pa ka pi,okay
NONE,pa ka pi,okay
NONE,pa ka pi,okay
NONE,pa ka pi,okay
NONE,te pe ti,okay
NONE,te pe ti,okay
NONE,te pe ti,okay
NONE,te pe ti,okay
NONE,te pe ti,okay
NONE,te pe ti,okay
NONE,te pe ti,okay
NONE,te pe ti,okay
NONE,ke ka tI,okay
NONE,ke ka tI,okay
eaI,ke ka tI,bad
NONE,ke ka tI,okay
NONE,ke ka tI,okay
NONE,ke ka tI,okay
NONE,ke ka tI,okay
NONE,ke ka tI,okay
NONE,kI kI pE pa pI,okay
NONE,kI kI pE pa pI,okay
NONE,kI kI pE pa pI,okay
NONE,kI kI pE pa pI,okay
NONE,kI kI pE pa pI,okay
NONE,kI kI pE pa pI,okay
NONE,kI kI pE pa pI,okay
NONE,kI kI pE pa pI,okay
NONE,pE tE tE kE tE,okay
NONE,pE tE tE kE tE,okay
NONE,pE tE tE kE tE,okay
NONE,pE tE tE kE tE,okay
NONE,pE tE tE kE tE,okay
NONE,pE tE tE kE tE,okay
NONE,pE tE tE kE tE,okay
NONE,pE tE tE kE tE,okay
NONE,tE pE kE ka,okay
NONE,tE pE kE ka,okay
NONE,tE pE kE ka,okay
NONE,tE pE kE ka,okay
NONE,tE pE kE ka,okay
NONE,tE pE kE ka,okay
NONE,tE pE kE ka,okay
NONE,tE pE kE ka,okay
NONE,kE kE pE kE,okay
NONE,kE kE pE kE,okay
NONE,kE kE pE kE,okay
NONE,kE kE pE kE,okay
NONE,kE kE pE kE,okay
NONE,kE kE pE kE,okay
NONE,kE kE pE kE,okay
NONE,kE kE pE kE,okay
NONE,te ta kE tE,okay
NONE,te ta kE tE,okay
NONE,te ta kE tE,okay
eaE,te ta kE tE,bad
NONE,te ta kE tE,okay
NONE,te ta kE tE,okay
NONE,te ta kE tE,okay
NONE,te ta kE tE,okay
NONE,kI ta pa tI,okay
NONE,kI ta pa tI,okay
NONE,kI ta pa tI,okay
NONE,kI ta pa tI,okay
NONE,kI ta pa tI,okay
NONE,kI ta pa tI,okay
NONE,kI ta pa tI,okay
NONE,kI ta pa tI,okay
NONE,ti pi ti ke,okay
NONE,ti pi ti ke,okay
NONE,ti pi ti ke,okay
NONE,ti pi ti ke,okay
NONE,ti pi ti ke,okay
NONE,ti pi ti ke,okay
NONE,ti pi ti ke,okay
NONE,ti pi ti ke,okay
NONE,ta ke ki ki,okay
NONE,ta ke ki ki,okay
NONE,ta ke ki ki,okay
NONE,ta ke ki ki,okay
NONE,ta ke ki ki,okay
NONE,ta ke ki ki,okay
NONE,ta ke ki ki,okay
NONE,ta ke ki ki,okay
NONE,ke pe ki,okay
NONE,ke pe ki,okay
NONE,ke pe ki,okay
NONE,ke pe ki,okay
NONE,ke pe ki,okay
NONE,ke pe ki,okay
NONE,ke pe ki,okay
NONE,ke pe ki,okay
NONE,pa ke ti,okay
NONE,pa ke ti,okay
NONE,pa ke ti,okay
NONE,pa ke ti,okay
NONE,pa ke ti,okay
NONE,pa ke ti,okay
NONE,pa ke ti,okay
NONE,pa ke ti,okay
NONE,kI ka pE pI,okay
NONE,kI ka pE pI,okay
NONE,kI ka pE pI,okay
NONE,kI ka pE pI,okay
NONE,kI ka pE pI,okay
NONE,kI ka pE pI,okay
NONE,kI ka pE pI,okay
NONE,kI ka pE pI,okay
NONE,ta ke pe pe,okay
NONE,ta ke pe pe,okay
NONE,ta ke pe pe,okay
NONE,ta ke pe pe,okay
NONE,ta ke pe pe,okay
NONE,ta ke pe pe,okay
NONE,ta ke pe pe,okay
NONE,ta ke pe pe,okay
NONE,pE ka ti,okay
NONE,pE ka ti,okay
NONE,pE ka ti,okay
NONE,pE ka ti,okay
NONE,pE ka ti,okay
NONE,pE ka ti,okay
Eai,pE ka ti,bad
NONE,pE ka ti,okay
NONE,ti ti ta,okay
NONE,ti ti ta,okay
NONE,ti ti ta,okay
NONE,ti ti ta,okay
NONE,ti ti ta,okay
NONE,ti ti ta,okay
NONE,ti ti ta,okay
NONE,ti ti ta,okay
NONE,pa kE ta ti ke pe,okay
NONE,pa kE ta ti ke pe,okay
NONE,pa kE ta ti ke pe,okay
NONE,pa kE ta ti ke pe,okay
NONE,pa kE ta ti ke pe,okay
NONE,pa kE ta ti ke pe,okay
Eai,pa kE ta ti ke pe,bad
NONE,pa kE ta ti ke pe,okay
NONE,pi pi pa ti pa,okay
NONE,pi pi pa ti pa,okay
NONE,pi pi pa ti pa,okay
NONE,pi pi pa ti pa,okay
NONE,pi pi pa ti pa,okay
NONE,pi pi pa ti pa,okay
NONE,pi pi pa ti pa,okay
NONE,pi pi pa ti pa,okay
NONE,ti ka ke ki,okay
NONE,ti ka ke ki,okay
NONE,ti ka ke ki,okay
NONE,ti ka ke ki,okay
NONE,ti ka ke ki,okay
NONE,ti ka ke ki,okay
NONE,ti ka ke ki,okay
NONE,ti ka ke ki,okay
NONE,kE kE pI,okay
NONE,kE kE pI,okay
NONE,kE kE pI,okay
NONE,kE kE pI,okay
NONE,kE kE pI,okay
NONE,kE kE pI,okay
NONE,kE kE pI,okay
NONE,kE kE pI,okay
NONE,te pa ke,okay
NONE,te pa ke,okay
NONE,te pa ke,okay
NONE,te pa ke,okay
NONE,te pa ke,okay
NONE,te pa ke,okay
NONE,te pa ke,okay
NONE,te pa ke,okay
NONE,te ki te pa,okay
NONE,te ki te pa,okay
NONE,te ki te pa,okay
NONE,te ki te pa,okay
NONE,te ki te pa,okay
NONE,te ki te pa,okay
NONE,te ki te pa,okay
NONE,te ki te pa,okay
NONE,pe pa ti,okay
NONE,pe pa ti,okay
NONE,pe pa ti,okay
NONE,pe pa ti,okay
NONE,pe pa ti,okay
NONE,pe pa ti,okay
NONE,pe pa ti,okay
NONE,pe pa ti,okay
NONE,pi ta ta,okay
NONE,pi ta ta,okay
NONE,pi ta ta,okay
NONE,pi ta ta,okay
NONE,pi ta ta,okay
NONE,pi ta ta,okay
NONE,pi ta ta,okay
NONE,pi ta ta,okay
NONE,ta te pi pa ki,okay
NONE,ta te pi pa ki,okay
NONE,ta te pi pa ki,okay
NONE,ta te pi pa ki,okay
NONE,ta te pi pa ki,okay
NONE,ta te pi pa ki,okay
NONE,ta te pi pa ki,okay
NONE,ta te pi pa ki,okay
NONE,ti pi ke ke,okay
NONE,ti pi ke ke,okay
NONE,ti pi ke ke,okay
NONE,ti pi ke ke,okay
NONE,ti pi ke ke,okay
NONE,ti pi ke ke,okay
NONE,ti pi ke ke,okay
NONE,ti pi ke ke,okay
NONE,kI ka pi,okay
NONE,kI ka pi,okay
NONE,kI ka pi,okay
NONE,kI ka pi,okay
Iai,kI ka pi,bad
NONE,kI ka pi,okay
NONE,kI ka pi,okay
NONE,kI ka pi,okay
NONE,ka ki te,okay
NONE,ka ki te,okay
NONE,ka ki te,okay
NONE,ka ki te,okay
NONE,ka ki te,okay
NONE,ka ki te,okay
NONE,ka ki te,okay
NONE,ka ki te,okay
NONE,tI tI pE,okay
NONE,tI tI pE,okay
NONE,tI tI pE,okay
NONE,tI tI pE,okay
NONE,tI tI pE,okay
NONE,tI tI pE,okay
NONE,tI tI pE,okay
NONE,tI tI pE,okay
NONE,ta pE ka kI,okay
NONE,ta pE ka kI,okay
