Word,Score,Source,SourceReal
K P IY G R EY,0,5,HWSalad
L EH SH V N W,0,5,HWSalad
G T SH T HH AH,0,5,HWSalad
ER EY L AH AH L,0,5,HWSalad
AH IH IH P S L,0,5,HWSalad
AH N L OW IY AH,0,5,HWSalad
IH OW V AO D IH,0,5,HWSalad
TH R AO D EY ER,0,5,HWSalad
N M IH S R AH,0,5,HWSalad
AA JH IY P EH K,0,5,HWSalad
IH AY UW AY T L,0,5,HWSalad
AE L Z W D B,0,5,HWSalad
AH EY AE IH Z UW,0,5,HWSalad
AO S UH R IH B,0,5,HWSalad
T OY ER AH IH D,0,5,HWSalad
B IH AH AH L T,0,5,HWSalad
IH AA AH S AH AH,0,5,HWSalad
L HH R M JH T,0,5,HWSalad
S P N T R AH,0,5,HWSalad
AH L B B T N,0,5,HWSalad
K P N K N N,0,5,HWSalad
IY T B ER Z EH,0,5,HWSalad
AH F AH AH L B,0,5,HWSalad
F R L UW EH AO,0,5,HWSalad
IH AA ER F Y L,0,5,HWSalad
AE NG W K AH IH,0,5,HWSalad
EH B IY T EH W,0,5,HWSalad
DH ER EY DH AH SH,0,5,HWSalad
K P L AO G M,0,5,HWSalad
S EH M L K ER,0,5,HWSalad
EH L Z W AE R,0,5,HWSalad
F M JH AE S JH,0,5,HWSalad
EY IH L OY Y UW,0,5,HWSalad
B Z L M AY IH,0,5,HWSalad
N CH T B R AO,0,5,HWSalad
AA S R N N N,0,5,HWSalad
T R D T EH AH,0,5,HWSalad
AE N AA M P AA,0,5,HWSalad
L R S AE T OY,0,5,HWSalad
L AH K AH S N,0,5,HWSalad
K AH IH AH AH AH,0,5,HWSalad
AO AH R AO UW AE,0,5,HWSalad
T AO N IH AH S,0,5,HWSalad
IY N T R N IH,0,5,HWSalad
IH AO T K S AH,0,5,HWSalad
M M AH EY T AH,0,5,HWSalad
IH T T K IH K,0,5,HWSalad
ER IH IH L AH R,0,5,HWSalad
OW M SH V N IY,0,5,HWSalad
T AH M AE R IH,0,5,HWSalad
L AE UW G S S,0,5,HWSalad
TH W T AH T G,0,5,HWSalad
AH L V EY W P,0,5,HWSalad
L IH IH R AH AH,0,5,HWSalad
ER AH IH L B N,0,5,HWSalad
AH T R AH ER EY,0,5,HWSalad
L N L S IY S,0,5,HWSalad
F F R D K D,0,5,HWSalad
AA F T AW F K,0,5,HWSalad
T L L IY AH ER,0,5,HWSalad
N L ZH AH F D,0,5,HWSalad
AH S R ER ER N,0,5,HWSalad
L AH N R K B,0,5,HWSalad
T EY SH T AO ER,0,5,HWSalad
CH AH B F P AY,0,5,HWSalad
K AH R F IH IH,0,5,HWSalad
T L AH V AH AH,0,5,HWSalad
K R R L R R,0,5,HWSalad
AH OW L Y T UW,0,5,HWSalad
L M N AH IH N,0,5,HWSalad
T K L IY AH K,0,5,HWSalad
Z D AO G IY S,0,5,HWSalad
AY T L T IH AH,0,5,HWSalad
OW S B R TH T,0,5,HWSalad
S R T N N R,0,5,HWSalad
AO P IY M N F,0,5,HWSalad
AA AH AH L S T,0,5,HWSalad
UW P IY L K F,0,5,HWSalad
T N IH D L L,0,5,HWSalad
TH AW Y IH SH M,0,5,HWSalad
N AH N AO AH AH,0,5,HWSalad
Z D W EH EH L,0,5,HWSalad
IH V S AH P AH,0,5,HWSalad
CH T W M R S,0,5,HWSalad
OW S B IY S G,0,5,HWSalad
AE AH AH D T L,0,5,HWSalad
W AH IH M AH AH,0,5,HWSalad
AH AO EH OW N HH,0,5,HWSalad
M AH HH JH ZH UW,0,5,HWSalad
IH AH N AH AO L,0,5,HWSalad
N AH AH EH AH P,0,5,HWSalad
AH N IH AH L SH,0,5,HWSalad
AH N R IH AH IH,0,5,HWSalad
ER EY D B ER AY,0,5,HWSalad
SH Y M K IY B,0,5,HWSalad
N R IY SH Z D,0,5,HWSalad
AE IH N N T AH,0,5,HWSalad
UW D JH AO IY JH,0,5,HWSalad
T F B UW K EY,0,5,HWSalad
K T L K N D,0,5,HWSalad
IH V P ER OY N,0,5,HWSalad
IH P TH S D ER,0,5,HWSalad
P N IH IY AH AH,0,5,HWSalad
G P IH N W G,0,5,HWSalad
D T AH OW G SH,0,5,HWSalad
AH S IH AH R IH,0,5,HWSalad
IH N N D R AH,0,5,HWSalad
B EY Z D V ER,0,5,HWSalad
N L Y ER B P,0,5,HWSalad
IH AH IY P K AH,0,5,HWSalad
V EH IH S S CH,0,5,HWSalad
T T F AH S IY,0,5,HWSalad
D R V JH EH S,0,5,HWSalad
AH IH IH N IH B,0,5,HWSalad
D SH IH Z UW R,0,5,HWSalad
S L EH IY R AH,0,5,HWSalad
AH D K D AH D,0,5,HWSalad
N EH AH AY AH T,0,5,HWSalad
K TH UW AO B L,0,5,HWSalad
R Z TH AH OY F,0,5,HWSalad
AH R IH AE K IH,0,5,HWSalad
OW K EH F EH T,0,5,HWSalad
M AH R K IY S,0,5,HWSalad
IH AH IY R S N,0,5,HWSalad
M N AH R R AH,0,5,HWSalad
EH AH IY L IY N,0,5,HWSalad
N P R S R N,0,5,HWSalad
IY ER EY Z AA T,0,5,HWSalad
D R L HH IY DH,0,5,HWSalad
R T ER S N N,0,5,HWSalad
AH M T EY L N,0,5,HWSalad
B EY R TH EH AO,0,5,HWSalad
TH EY L D AA Z,0,5,HWSalad
S D M K AH IH,0,5,HWSalad
L IY P L IH AH,0,5,HWSalad
EY N S AH R S,0,5,HWSalad
K F S K AH T,0,5,HWSalad
R N K L AH L,0,5,HWSalad
V F V JH AE P,0,5,HWSalad
ER AA S AW NG D,0,5,HWSalad
AH S M AH N AA,0,5,HWSalad
ER EY R F D EH,0,5,HWSalad
P JH B JH T K,0,5,HWSalad
M TH NG N K S,0,5,HWSalad
K P EY P CH EH,0,5,HWSalad
M T R T AH AH,0,5,HWSalad
AH AH L P B AH,0,5,HWSalad
AH L S AH IY L,0,5,HWSalad
N T AE T S T,0,5,HWSalad
T EH R IH AH T,0,5,HWSalad
AH T EH T AH AH,0,5,HWSalad
T V EY SH V EY,0,5,HWSalad
Y AH ER R OW IY,0,5,HWSalad
N M AH IH N DH,0,5,HWSalad
AH S K T JH AH,0,5,HWSalad
R T AY Z D P,0,5,HWSalad
AH AH T K W K,0,5,HWSalad
L IY AH N ER R,0,5,HWSalad
IY OY T F D ER,0,5,HWSalad
AH S IY IH K M,0,5,HWSalad
IH S AH AH T L,0,5,HWSalad
M AH UW D UW ER,0,5,HWSalad
L AH IH AY AH T,0,5,HWSalad
UH EY IH R L Y,0,5,HWSalad
AO IH W K IY IY,0,5,HWSalad
IH T AH ER AH L,0,5,HWSalad
CH S W AH Z ER,0,5,HWSalad
F AO G M AH AY,0,5,HWSalad
IH AH T D P IH,0,5,HWSalad
N L L M S IH,0,5,HWSalad
D AH R P AH L,0,5,HWSalad
AW EY L P P AE,0,5,HWSalad
R IH T R R AH,0,5,HWSalad
JH V AO M OW AH,0,5,HWSalad
JH SH AH P TH L,0,5,HWSalad
K R T M IH AH,0,5,HWSalad
V CH L L P AE,0,5,HWSalad
AH L S L T N,0,5,HWSalad
D T T S S K,0,5,HWSalad
M AO SH B R IH,0,5,HWSalad
V IY AE Z D N,0,5,HWSalad
AH M IH EH AH IH,0,5,HWSalad
AH ER AH R N L,0,5,HWSalad
R IY EH AH R IH,0,5,HWSalad
AH T T AA T T,0,5,HWSalad
K R S N S L,0,5,HWSalad
S R AH M AH T,0,5,HWSalad
IH ER AY AO Y AH,0,5,HWSalad
R ER AW T N V,0,5,HWSalad
AH OW N N AH EH,0,5,HWSalad
AH S K S N EH,0,5,HWSalad
AH HH AH P JH SH,0,5,HWSalad
N L IH G S AH,0,5,HWSalad
L K T P AH EH,0,5,HWSalad
N T IH AH N L,0,5,HWSalad
S N K N N R,0,5,HWSalad
SH SH L ER R V,0,5,HWSalad
IH T AH AH AO R,0,5,HWSalad
R K S T L S,0,5,HWSalad
T AH T N K F,0,5,HWSalad
AH AO T T N R,0,5,HWSalad
IH D IH F OW Y,0,5,HWSalad
UW OW AE IH IH EH,0,5,HWSalad
G T R AH IH AH,0,5,HWSalad
L AO AO ER JH P,0,5,HWSalad
M AH IY AH R EH,0,5,HWSalad
EY AE EY B D P,0,5,HWSalad
UW S D T T HH,0,5,HWSalad
EH EY N AO D AE,0,5,HWSalad
IH N IH N R S,0,5,HWSalad
S S AH IH EH R,0,5,HWSalad
T AH AH W N AH,0,5,HWSalad
IH N R EH S IH,0,5,HWSalad
AO OW P IY S B,0,5,HWSalad
D S AH N M N,0,5,HWSalad
T AY EY N R NG,0,5,HWSalad
S D CH JH T B,0,5,HWSalad
T AH N AH B IH,0,5,HWSalad
T S N T L IY,0,5,HWSalad
L S T ER AH P,0,5,HWSalad
IH IH AH IY M M,0,5,HWSalad
P P IH G AW AO,0,5,HWSalad
AY AH D K AO K,0,5,HWSalad
CH IY R P M ER,0,5,HWSalad
SH AH TH W AO EH,0,5,HWSalad
S P T S Z HH,0,5,HWSalad
V M L OW V EH,0,5,HWSalad
N N S L IH EH,0,5,HWSalad
TH F SH AO AH K,0,5,HWSalad
Y AH V EH V M,0,5,HWSalad
HH AY AE HH IY G,0,5,HWSalad
M EH AH S T K,0,5,HWSalad
T CH IH AY D R,0,5,HWSalad
AH N AH AO IH N,0,5,HWSalad
SH AA V OW K EH,0,5,HWSalad
L T AH AH F IH,0,5,HWSalad
IH V AW IY L S,0,5,HWSalad
Z L S AE IH UW,0,5,HWSalad
T S IH L N AH,0,5,HWSalad
R IY F B ER G,0,5,HWSalad
B AH AH Z AH L,0,5,HWSalad
M K AH R D IH,0,5,HWSalad
AE R F N ER CH,0,5,HWSalad
AH AO NG F L B,0,5,HWSalad
Z IY N W AY AH,0,5,HWSalad
HH N EY EH OW N,0,5,HWSalad
AH SH K Z SH IH,0,5,HWSalad
AH AH K T EY N,0,5,HWSalad
L N M AH R N,0,5,HWSalad
K L AA HH IH F,0,5,HWSalad
M T IY IH M AH,0,5,HWSalad
G K IY S P Z,0,5,HWSalad
AH AH IH K S P,0,5,HWSalad
AH AH AH N N M,0,5,HWSalad
B G AY S N AE,0,5,HWSalad
V R AA B AH JH,0,5,HWSalad
IH T AY W B F,0,5,HWSalad
IY AH T D Z CH,0,5,HWSalad
IY N AH L S L,0,5,HWSalad
EH IY T IH AH IH,0,5,HWSalad
AH N L R IH S,0,5,HWSalad
AH M T EY R AW,0,5,HWSalad
T AH T IH IH D,0,5,HWSalad
CH IY AA ER V B,0,5,HWSalad
S EH G JH R AY,0,5,HWSalad
S OW V V ER AO,0,5,HWSalad
OW S HH EY N K,0,5,HWSalad
AE T AH AH L S,0,5,HWSalad
SH AH EH N R AH,0,5,HWSalad
G N SH EH G B,0,5,HWSalad
AY B OW N IY AA,0,5,HWSalad
IY K F D R NG,0,5,HWSalad
G M P G P IH,0,5,HWSalad
IH EY N T N K,0,5,HWSalad
P B R CH N P,0,5,HWSalad
EH S AW AH UW S,0,5,HWSalad
S T CH V AE IH,0,5,HWSalad
N AH L N IH L,0,5,HWSalad
ER OY T ER ER S,0,5,HWSalad
S R AH R T AH,0,5,HWSalad
L IH AH L D T,0,5,HWSalad
AY S IY AY K EH,0,5,HWSalad
UW F L AO AE N,0,5,HWSalad
G UH L K UH Y,0,5,HWSalad
F N ER D EY N,0,5,HWSalad
OW EY OW IY R L,0,5,HWSalad
V ER OW AH N AW,0,5,HWSalad
Z TH EY AH IY K,0,5,HWSalad
IH N N T EY L,0,5,HWSalad
UW UW D D K T,0,5,HWSalad
AH AH T R S N,0,5,HWSalad
L AE SH T AE AY,0,5,HWSalad
ER N T K S AH,0,5,HWSalad
IH R SH S AH T,0,5,HWSalad
OW M AO B AH NG,0,5,HWSalad
K AE G F F L,0,5,HWSalad
F R Y R UW R,0,5,HWSalad
R CH Z B OW ER,0,5,HWSalad
D IH P D SH SH,0,5,HWSalad
AY D R AE CH AW,0,5,HWSalad
S AH L AH AH T,0,5,HWSalad
D Y M IH P CH,0,5,HWSalad
M AE HH W P AH,0,5,HWSalad
HH AO T IY AY IH,0,5,HWSalad
T L P AH IY T,0,5,HWSalad
AH T TH CH N F,0,5,HWSalad
AH AH N K S S,0,5,HWSalad
OW AH B V Y M,0,5,HWSalad
EY AH R IH M T,0,5,HWSalad
ER K UH G B OY,0,5,HWSalad
EH M ER S N NG,0,5,HWSalad
EY W D M AE IY,0,5,HWSalad
AE B P W AH TH,0,5,HWSalad
IH T EY IH IH IH,0,5,HWSalad
M ER L AH AH S,0,5,HWSalad
K L B V EY AA,0,5,HWSalad
S R P AH AH B,0,5,HWSalad
V T N IH AH IY,0,5,HWSalad
AH S N EH AH Z,0,5,HWSalad
D IY IY OY IY OW,0,5,HWSalad
G L V HH AE AH,0,5,HWSalad
IY IH AH D N T,0,5,HWSalad
N AE AH AH L EH,0,5,HWSalad
AH S AH S SH AH,0,5,HWSalad
IH IH AH AE IH R,0,5,HWSalad
R N P T AH IH,0,5,HWSalad
HH UW IY CH AE CH,0,5,HWSalad
SH N AA IH F V,0,5,HWSalad
Y G N F IH P,0,5,HWSalad
T AH AH G IH T,0,5,HWSalad
AA AH AH T R K,0,5,HWSalad
HH AH IY W ER F,0,5,HWSalad
AH EY AH T F IH,0,5,HWSalad
T OW B Z N V,0,5,HWSalad
D AH M Y AW N TH,0,5,HWSalad
P AH AE IH SH TH B,0,5,HWSalad
W Z N T AH D CH,0,5,HWSalad
UW B K IY HH AH K,0,5,HWSalad
IY T IY N D IH IH,0,5,HWSalad
EY K EY F K R OW,0,5,HWSalad
JH T AY JH Z K AO,0,5,HWSalad
G V EY EY B N K,0,5,HWSalad
L L AH B IH IH L,0,5,HWSalad
S T IY T N IY IH,0,5,HWSalad
N IY IY IY AH D IH,0,5,HWSalad
K EY N AE G AO P,0,5,HWSalad
IH N L IH AH S N,0,5,HWSalad
F K M Y AE AH F,0,5,HWSalad
S JH L D IY M OW,0,5,HWSalad
AO IY NG N AE K T,0,5,HWSalad
R T S IH V T AH,0,5,HWSalad
IY AH S IY AH AH AH,0,5,HWSalad
V T AE N IH AH IH,0,5,HWSalad
EH T T T L EH T,0,5,HWSalad
IY N T D IH S T,0,5,HWSalad
IY AO ER M N SH IY,0,5,HWSalad
D F OY L R T AO,0,5,HWSalad
AH N T T N S T,0,5,HWSalad
EH V G D S OW S,0,5,HWSalad
AH T S D R N R,0,5,HWSalad
K AA W W Y AH L,0,5,HWSalad
R AH P F Y F AE,0,5,HWSalad
T ER IH AH T AH UW,0,5,HWSalad
G OW R Y R R V,0,5,HWSalad
UH ER IH S F HH N,0,5,HWSalad
HH CH IY T AE R N,0,5,HWSalad
L W UW AO P N N,0,5,HWSalad
AH AH AO L IY K R,0,5,HWSalad
IH AH L N AO L K,0,5,HWSalad
EY ER F B JH R K,0,5,HWSalad
M AH EH B D AH AH,0,5,HWSalad
DH IY HH EY CH IY D,0,5,HWSalad
JH D N Z M T OW,0,5,HWSalad
M SH HH N R AO N,0,5,HWSalad
AA NG SH EY SH EH G,0,5,HWSalad
W ER S OY S OY DH,0,5,HWSalad
AH R K AH EH IH B,0,5,HWSalad
V AE AE T S K Y,0,5,HWSalad
OY B AH AO D S JH,0,5,HWSalad
L B F IY IH UH N,0,5,HWSalad
R R AH P AH N B,0,5,HWSalad
V AH V T AO ZH IH,0,5,HWSalad
B M G AE AE IH K,0,5,HWSalad
S AH AH L AY D N,0,5,HWSalad
AO L V EH IH UW ER,0,5,HWSalad
AE CH D P L N L,0,5,HWSalad
JH M K F N F M,0,5,HWSalad
T IH NG V EH B AH,0,5,HWSalad
IH N T IY SH N T,0,5,HWSalad
S K K T T IH M,0,5,HWSalad
IH K K EH AH K L,0,5,HWSalad
T M AH T N S T,0,5,HWSalad
AH N M N AH SH IH,0,5,HWSalad
AH IH S AH N AA IH,0,5,HWSalad
M AE SH S AE M EH,0,5,HWSalad
AO Z IY L Y AH EH,0,5,HWSalad
K P IH ER P AY P,0,5,HWSalad
D AH AA CH TH AY ER,0,5,HWSalad
G SH N AO UW T IH,0,5,HWSalad
D EH AH N ER AH AH,0,5,HWSalad
IH AO F L SH AA N,0,5,HWSalad
M P N S IH AH D,0,5,HWSalad
S T AH R R R ER,0,5,HWSalad
T B K S B AH T,0,5,HWSalad
B UW R IY S JH B,0,5,HWSalad
D AE L L UW EH N,0,5,HWSalad
L R ER L L T S,0,5,HWSalad
G AH IH R UW NG AH,0,5,HWSalad
EY K L Y UH R G,0,5,HWSalad
M JH Z AE AH Y G,0,5,HWSalad
AH L K T AH T IH,0,5,HWSalad
N R R IH R S AH,0,5,HWSalad
W M EY K IH AY L,0,5,HWSalad
D L N R S T N,0,5,HWSalad
IH T JH ER Y Z AO,0,5,HWSalad
T CH Y ER EY AH AH,0,5,HWSalad
K AH AH T IH S M,0,5,HWSalad
IY IY N AH Z AH T,0,5,HWSalad
B Z T AO K V JH,0,5,HWSalad
N R G L T N N,0,5,HWSalad
M F HH S N OW EH,0,5,HWSalad
AH IH AH N S S EH,0,5,HWSalad
S AH AH K R AH R,0,5,HWSalad
IH AE K IH IH AH AH,0,5,HWSalad
IH S UH IH IH AO W,0,5,HWSalad
AH P OY AA L EY G,0,5,HWSalad
N UW AH AY IH UW Z,0,5,HWSalad
AH N L S F N T,0,5,HWSalad
AY AH T V AH N T,0,5,HWSalad
K N AH N K AH T,0,5,HWSalad
G AH AH UW AH N N,0,5,HWSalad
R P R N AH AH L,0,5,HWSalad
D UW L M AW R AA,0,5,HWSalad
M R N B IH T R,0,5,HWSalad
K R F F IH UW M,0,5,HWSalad
R AY AE P R P V,0,5,HWSalad
B T CH T SH P R,0,5,HWSalad
AH M N AH AH S IY,0,5,HWSalad
W N P G S HH F,0,5,HWSalad
T IY N T T N G,0,5,HWSalad
EH S AY AW N AE AH,0,5,HWSalad
OW N JH IH Y AO SH,0,5,HWSalad
L IH R L AH AH AH,0,5,HWSalad
R OW W AY S AA NG,0,5,HWSalad
AY B AY AY N V D,0,5,HWSalad
IY K Z IY T ER V,0,5,HWSalad
AY IH AO AO AE D S,0,5,HWSalad
S SH ER AH T N AH,0,5,HWSalad
T IY AH AH JH K AH,0,5,HWSalad
ER L AH EY AH N D,0,5,HWSalad
NG N UW T N EY R,0,5,HWSalad
AO P AH AH AH AH K,0,5,HWSalad
R N R AA IH T N,0,5,HWSalad
V K B T CH Z L,0,5,HWSalad
EH UW D ER Z G AH,0,5,HWSalad
CH K HH AH S AY EY,0,5,HWSalad
M K AH N AH AH R,0,5,HWSalad
AH R T IY N D T,0,5,HWSalad
AH AH ER IH K AA IH,0,5,HWSalad
IH G G V R AY S,0,5,HWSalad
N S N K S AE L,0,5,HWSalad
IY ER AH IH AH EY AH,0,5,HWSalad
EY S S T AH AH B,0,5,HWSalad
T M AH ER AH L K,0,5,HWSalad
L AH R N AH ER AH,0,5,HWSalad
AH EH Z W M AA EY,0,5,HWSalad
AH K AA AH AH S L,0,5,HWSalad
TH D R OW IY EY IH,0,5,HWSalad
EH DH IH JH IY ER K,0,5,HWSalad
R AH AH IY N V ER,0,5,HWSalad
IH S N N AH AH EH,0,5,HWSalad
R K N R ER S N,0,5,HWSalad
AH N D S R AH AH,0,5,HWSalad
AH R B ER Z W CH,0,5,HWSalad
ER IH EY K N IH AH,0,5,HWSalad
ER N L IH K AH AH,0,5,HWSalad
Z AE K EY F AE K,0,5,HWSalad
EH OW R N V W R,0,5,HWSalad
T AO F D B AO IH,0,5,HWSalad
N L AH T R IH S,0,5,HWSalad
N M K IH T K D,0,5,HWSalad
IY AH T AH AO D N,0,5,HWSalad
EY P JH ER AE F S,0,5,HWSalad
T AH K IY F AH AH,0,5,HWSalad
EY IH N P UH AH IH,0,5,HWSalad
S TH D ER V IY M,0,5,HWSalad
T S D AW R S SH,0,5,HWSalad
S AH IY T R UW AH,0,5,HWSalad
AH AH S IY W T AH,0,5,HWSalad
IH S L F IY N AE,0,5,HWSalad
N AY M S W IH K,0,5,HWSalad
D T AH AH OW AH S,0,5,HWSalad
L B IY W P CH S,0,5,HWSalad
AH M AE S L AH AE,0,5,HWSalad
EY R AH IH AE N R,0,5,HWSalad
G ER B IY S Y ER,0,5,HWSalad
T T S AH P AH IY,0,5,HWSalad
AH W UW SH K Y ER,0,5,HWSalad
AE EH AH N SH AH AH,0,5,HWSalad
EY AE L IH Y AY T,0,5,HWSalad
AH V AO T AH IY AH,0,5,HWSalad
AH IH AH OW T V AH,0,5,HWSalad
IH V AH AH AH AH EH,0,5,HWSalad
EY EH D K M AY R,0,5,HWSalad
R AH G K AH AH K,0,5,HWSalad
JH F F AH D IY UW,0,5,HWSalad
AH AA W AY CH R T,0,5,HWSalad
AH ER R UW SH W L,0,5,HWSalad
F OW D IH V UW G,0,5,HWSalad
AE N L M N R N,0,5,HWSalad
F N AE CH W IY R,0,5,HWSalad
AH T UW AH AH L AH,0,5,HWSalad
F L L N K Z UW,0,5,HWSalad
K OW EH R IH TH T,0,5,HWSalad
EY EH AH B V K JH,0,5,HWSalad
S T M AY G AH NG,0,5,HWSalad
V B R AH N IH AH,0,5,HWSalad
JH TH JH L AH N T,0,5,HWSalad
L N L IY P AH N,0,5,HWSalad
N AO AY L K F JH,0,5,HWSalad
DH AH B V R OW IY,0,5,HWSalad
Y D IY AY K IH L,0,5,HWSalad
K T K AH AH K K,0,5,HWSalad
AH IH S R L R AH,0,5,HWSalad
N T AH N AO N R,0,5,HWSalad
N K NG L IY JH T,0,5,HWSalad
IH ER N T IH ER N,0,5,HWSalad
N EY AH UW AH R AH,0,5,HWSalad
F L P ER AW N S,0,5,HWSalad
EH AA EY Z AH M EY,0,5,HWSalad
CH AH IY M ER AO SH,0,5,HWSalad
JH V P AH AH Y IY,0,5,HWSalad
EY R Y ER S AO N,0,5,HWSalad
N ER N OY R D D,0,5,HWSalad
EY IY EY L S F D,0,5,HWSalad
CH AY AH T AH Z AH,0,5,HWSalad
UW L R M S SH M,0,5,HWSalad
S IY L T T T N,0,5,HWSalad
K T T AE L AH T,0,5,HWSalad
N L N L S R AO,0,5,HWSalad
R IH IH AH T S T,0,5,HWSalad
N R AH P M IH IH,0,5,HWSalad
L P AH P T V OY,0,5,HWSalad
P AW Z IH SH R TH,0,5,HWSalad
P AH AE K N IH AH,0,5,HWSalad
S L ER F AE EH W,0,5,HWSalad
AE IH EH AA IY OW S,0,5,HWSalad
IY OW R R N AH T,0,5,HWSalad
P N Z AA OW T EH,0,5,HWSalad
AW IY EH ER M M AH,0,5,HWSalad
EY L L TH IY N EH,0,5,HWSalad
EY AH S W ER JH K,0,5,HWSalad
AO EH D M IH G EH,0,5,HWSalad
M T CH AH TH D AA,0,5,HWSalad
V SH S B T S V,0,5,HWSalad
AH N R M AA N CH,0,5,HWSalad
AE G AW N B D IY,0,5,HWSalad
K M T S S AH EY,0,5,HWSalad
G AW IH T R P T,0,5,HWSalad
NG K M G L R AO,0,5,HWSalad
UW S AH S AH D AH,0,5,HWSalad
K S AE Y AY EY V,0,5,HWSalad
N S K S AH T AO,0,5,HWSalad
IH K T AA N AE AH,0,5,HWSalad
T NG N IY M F AY,0,5,HWSalad
R ER N AH L S R,0,5,HWSalad
T AH L B AH M B,0,5,HWSalad
EY AY IH AY P L S,0,5,HWSalad
R Z AO D R CH M,0,5,HWSalad
L S AH R AH N AH,0,5,HWSalad
UH S T HH N G IY,0,5,HWSalad
R AH IH IY AH IH D,0,5,HWSalad
ER EH JH UH G S N,0,5,HWSalad
EH IH N D IH S S,0,5,HWSalad
T EH D EH S D OW,0,5,HWSalad
K S AY K UW D IY,0,5,HWSalad
S IY R N V N AH,0,5,HWSalad
CH IY OW F R P AO,0,5,HWSalad
IH D AH AH D AH B,0,5,HWSalad
OW AH CH IH ZH AH P,0,5,HWSalad
T N T AH IH R N,0,5,HWSalad
R M IH AH R OY HH,0,5,HWSalad
AH V S N F AH T,0,5,HWSalad
S EH Y ER AA EH IH,0,5,HWSalad
N M T EH K K IH,0,5,HWSalad
K B AY ZH Z N N,0,5,HWSalad
G R AA ER G ER L,0,5,HWSalad
P L AY ER CH AY D,0,5,HWSalad
IH K AH L N IY B,0,5,HWSalad
M IH B IY DH ER AY,0,5,HWSalad
AH M IH EH M T AH,0,5,HWSalad
R ER Y B P K AA,0,5,HWSalad
EH M S K L ER M,0,5,HWSalad
T R AH M S S IY,0,5,HWSalad
AE K N L M AH N,0,5,HWSalad
IH D R N M T L,0,5,HWSalad
AH IY L L N ER IY,0,5,HWSalad
IY W F IY R EY L,0,5,HWSalad
G D AW S M P ER,0,5,HWSalad
R AH IH HH S T AH,0,5,HWSalad
OW W N OW W S AA,0,5,HWSalad
D EY P D AE R AE,0,5,HWSalad
G EH K AE AE ER M,0,5,HWSalad
L K AH S EH ER N,0,5,HWSalad
N IH AH D AH N JH,0,5,HWSalad
IH N IH EH K R IH,0,5,HWSalad
AH ER OW UW AE ER R,0,5,HWSalad
UW S ER HH AH TH IY,0,5,HWSalad
Z EH EY AE N SH N,0,5,HWSalad
T AY N OW N AY DH,0,5,HWSalad
B T R AH IH N AH,0,5,HWSalad
D R T AH V T AH,0,5,HWSalad
M AY IY DH ER AE G,0,5,HWSalad
K S S NG F IY D,0,5,HWSalad
OW R IH B IY F SH,0,5,HWSalad
P UH L OW N T Z,0,5,HWSalad
UH M T D S K R,0,5,HWSalad
D AH IH L AH L K,0,5,HWSalad
AH AH SH L N S AH,0,5,HWSalad
AY AH SH AA T V R,0,5,HWSalad
AH T S R N R N,0,5,HWSalad
F AH K L L AH K,0,5,HWSalad
B AA Y N AE AO S,0,5,HWSalad
P AO K EH N Y R,0,5,HWSalad
HH EY B EH IY JH AH,0,5,HWSalad
K W M NG P L JH,0,5,HWSalad
AO Z AH SH HH F AE,0,5,HWSalad
OW M IY EY AE JH N,0,5,HWSalad
M R OW L K UH T,0,5,HWSalad
T AH AH EH L S AH,0,5,HWSalad
AE Z L EH F IY V,0,5,HWSalad
AA S T OW L ER NG,0,5,HWSalad
L B AH IY L AH D,0,5,HWSalad
HH K CH AY N R AH,0,5,HWSalad
AH ER ER ZH R R S,0,5,HWSalad
R IH D T R R N,0,5,HWSalad
EH T AE L L L AH,0,5,HWSalad
SH Z IH IH Z AO ER,0,5,HWSalad
AY L T AH S K N,0,5,HWSalad
Y D N Y IY AY JH,0,5,HWSalad
L T L AY AH K IH,0,5,HWSalad
AA EY IH AH AH K T,0,5,HWSalad
M IH IH N IY N AH,0,5,HWSalad
AH K P S AH ER AH,0,5,HWSalad
F AH EH L N T T,0,5,HWSalad
R L R AH N AH R,0,5,HWSalad
AE M EY R P SH UW,0,5,HWSalad
K K V EH OW AH OW,0,5,HWSalad
S IH T AH R EY T,0,5,HWSalad
IY DH AH S S G AH,0,5,HWSalad
S S S IH P S IH,0,5,HWSalad
IY R IH L AH M R,0,5,HWSalad
L AH SH IH AH EH IH,0,5,HWSalad
NG AO M Z SH IY IH,0,5,HWSalad
M OW Y L EY B R,0,5,HWSalad
EH N T N AH AH UW,0,5,HWSalad
CH AA K OW D AO F,0,5,HWSalad
NG AH L IY ER D D,0,5,HWSalad
HH T AO NG K UH P,0,5,HWSalad
AO HH AH JH M AE T,0,5,HWSalad
AH L T AH AH K K,0,5,HWSalad
D AA M EH AY AH Y,0,5,HWSalad
EH T AH ER N L AH,0,5,HWSalad
NG Y ER M IH AE L,0,5,HWSalad
NG IY IY IY AH AY HH,0,5,HWSalad
N Z ER AO G ER EY,0,5,HWSalad
IH B M UW JH IH D,0,5,HWSalad
IH N EY N T AH AE,0,5,HWSalad
AH TH T G F L EH,0,5,HWSalad
AH IY ER AH M IH N,0,5,HWSalad
EH AH M EH S N IH,0,5,HWSalad
R N AH M AH IY ER,0,5,HWSalad
G R F AH S N AO,0,5,HWSalad
AO OW AH AH AY R Z,0,5,HWSalad
