NumFeatures,Word,LenWord
534,L AE NG K,4
792,L AE NG K IY,5
1736,L AE N T ER N,6
1470,L AE N Y ER D,6
426,L AW S,3
1208,L EY OW S,4
2216,L EY OW SH AH N,6
385,L AE P,3
1168,L AH P EH L,5
2391,L AE P AH D EH R IY,8
727,L AE P S,4
2112,L AA R S AH N IY,7
824,L AA R CH,4
824,L AA R D,4
1224,L AA R D ER,5
824,L AA R JH,4
1416,L AA R G EH S,6
1058,L AA R G OW,5
1736,L EH R IY AH T,6
716,L AA R K,4
1016,L AA R V AH,5
1360,L AA R V AH L,6
3240,L EH R AH N JH AY T AH S,10
1544,L EH R IH NG K S,7
2184,L AH Z AA N Y AH,7
2744,L AH S IH V IY AH S,8
1080,L EY Z ER,4
497,L AE SH,3
497,L AE S,3
953,L AE S IY,4
1017,L AE S OW,4
953,L AE S T,4
1207,L AO S T,4
497,L AE S,3
568,L AA T,3
497,L AE T,3
497,L AE CH,3
568,L EY T,3
2424,L EY T AH N S IY,7
1968,L EY T AH N T,6
1905,L AE T ER AH L,6
2104,L EY T AH S T,6
1832,L EY T EH K S,6
497,L AE TH,3
568,L EY DH,3
953,L AE DH ER,4
1393,L AE T AH N,5
2625,L AE T AH T UW D,7
1664,L AH T R IY N,6
953,L AE T ER,4
1465,L AE T AH S,5
639,L AO D,3
2303,L AO D AH B AH L,7
2359,L AO D AH N AH M,7
3143,L AO D AH T AO R IY,8
385,L AE F,3
1743,L AE F AH B AH L,7
1127,L AE F T ER,5
1064,L AO N CH,4
1520,L AO N D ER,5
2584,L AO N D R AH M AE T,9
1776,L AO N D R IY,6
1833,L AO R IY AH T,6
1265,L AO R AH L,5
824,L AA V AH,4
2551,L AE V AH T AO R IY,8
440,L EY V,3
1975,L AE V AH N D ER,7
1127,L AE V IH SH,5
126,L AO,2
112,L AA,2
567,L AO N,3
921,L AO Y ER,4
497,L OY ER,3
727,L AE K S,4
2519,L AE K S AH T IH V,8
2151,L AE K S AH T IY,7
112,L EY,2
1977,L AE Z ER AH S,6
1080,L EY Z IY,4
680,P AW N D,4
112,L IY,2
568,L IY CH,3
568,L EH D,3
568,L IY D,3
1592,L EH D IH D,5
1520,L EH D AH N,5
440,L IY F,3
1576,L IY F L AH T,6
824,L IY F IY,4
440,L IY G,3
440,L IY K,3
1224,L IY K AH JH,5
1224,L IY K IH JH,5
824,L IY K IY,4
504,L IY N,3
440,L IY P,3
504,L ER N,3
1408,L ER N IH D,5
568,L IY S,3
568,L IY SH,3
1080,L IY S T,4
1080,L EH DH ER,4
440,L IY V,3
1168,L EH V AH N,5
2072,L EH B AH N IY Z,7
2008,L EH B AH N AH N,7
1080,L EH CH ER,4
2104,L EH CH ER AH S,6
1664,L EH K T ER N,6
1224,L EH K CH ER,5
568,L EH JH,3
1080,L EH JH ER,4
112,L IY,2
568,L IY CH,3
440,L IY K,3
824,L IH R IY,4
824,L EH F T,4
2248,L EH F T IH S T,7
440,L EH G,3
1736,L EH G AH S IY,6
1168,L IY G AH L,5
2880,L IY G AH L IH Z AH M,9
2438,L IY G AE L AH T IY,8
4048,L IY G AH L AH Z EY SH AH N,11
1832,L IY G AH L AY Z,7
1224,L EH G AH T,5
3176,L EH JH AH N D EH R IY,9
3016,L EH JH ER D AH M EY N,9
3592,L EH JH AH B IH L AH T IY,10
2176,L EH JH AH B AH L,7
1520,L IY JH AH N,5
2936,L EH JH IH S L EY T,8
3888,L EH JH AH S L EY SH AH N,10
3816,L EH JH AH S L EY T IH V,10
3448,L EH JH AH S L EY T ER,9
3448,L EH JH AH S L EY CH ER,9
1592,L EH JH IH T,5
1592,L AH JH IH T,5
3576,L AH JH IH T AH M AH S IY,10
3576,L IH JH IH T AH M AH S IY,10
3064,L AH JH IH T AH M AH T,9
2888,L AH JH IH T AH M AY Z,9
2888,L IH JH IH T AH M AY Z,9
1319,L EH G Y UW M,6
112,L EY,2
992,L EH M AH N,5
696,L IY M ER,4
952,L EH N D,4
864,L EH NG K TH,5
696,L EH NG TH,4
1480,L EH NG TH AH N,6
1704,L EH NG K TH AH N,7
1040,L EH NG TH IY,5
2416,L IY N Y AH N S IY,8
2296,L IY N IY AH N T,7
1960,L IY N Y AH N T,7
1344,L EH N AH N,5
1344,L EH N IH N,5
3056,L EH N IH N IH Z AH M,9
2760,L EH N IH N IH S T,8
952,L EH N Z,4
952,L EH N T,4
1848,L EH N T AH L,6
1472,L EH N T OW,5
632,L IY OW,3
1224,L EH P ER D,5
2344,L IY AH T AA R D,7
824,L EH P ER,4
1928,L EH P R AH S IY,7
2160,L EH Z B IY AH N,7
1520,L IY ZH AH N,5
568,L EH S,3
1080,L EH S IY,4
1520,L EH S AH N,5
1080,L EH S ER,4
1520,L EH S AH N,5
1080,L EH S ER,4
1080,L EH S T,4
568,L EH T,3
1520,L IY TH AH L,5
2600,L AH TH AA R JH IH K,8
2104,L EH TH ER JH IY,6
1080,L EH T ER,4
1592,L EH T ER D,5
1592,L EH T AH S,5
1470,L AH V AE N T,6
824,L EH V IY,4
1168,L EH V AH L,5
824,L EH V ER,4
824,L IY V ER,4
1736,L EH V ER IH JH,6
1416,L EH V R AH JH,6
1736,L IY V ER IH JH,6
2368,L AH V AY AH TH AH N,8
1224,L EH V IH S,5
2248,L EH V IH T EY T,7
3200,L EH V IH T EY SH AH N,9
1736,L EH V IH T IY,6
824,L EH V IY,4
824,L IY V IY,4
639,L UW D,3
2320,L EH K S IH K AH L,8
3512,L EH K S IH K AA G R AH F ER,12
2320,L EH K S IH K AA N,8
1736,L EH K S IH S,6
112,L EY,2
2858,L AY AH B IH L IH T IY,9
1442,L AY AH B AH L,6
2032,L IY EY Z AA N,6
1520,L EY Z AA N,5
1456,L IY AA N AH,5
889,L IY AE N,4
426,L AY ER,3
440,L IH B,3
974,L AY B AH L,5
1664,L IH B ER AH L,6
1360,L IH B R AH L,6
3376,L IH B ER AH L IH Z AH M,10
3072,L IH B R AH L IH Z AH M,10
2920,L IH B ER AE L AH T IY,9
4720,L IH B AH R AH L IH Z EY SH AH N,13
4240,L IH B R AH L IH Z EY SH AH N,12
2328,L IH B ER AH L AY Z,8
2024,L IH B R AH L AY Z,8
1736,L IH B ER EY T,6
2760,L IH B ER EY T IH D,8
2688,L IH B ER EY SH AH N,8
1702,L AY B IH R IY AH,7
2142,L AY B IH R IY AH N,8
3328,L IH B ER T EH R IY AH N,10
2176,L IH B ER T IY N,7
1736,L IH B ER T IY,6
1808,L AH B IY D OW,6
1016,L IY B R AH,5
2358,L AY B R EH R IY AH N,9
1518,L AY B R EH R IY,7
2952,L AH B R EH T AH S T,9
2000,L AH B R EH T OW,7
2000,L IH B R EH T OW,7
1224,L IH B IY AH,5
1664,L IH B IY AH N,6
1714,L AY S AH N S,6
1714,L AY S AH N S,6
2682,L AY S EH N CH AH S,8
974,L AY K AH N,5
440,L IH K,3
568,L IH D,3
1152,L IY D OW,4
84,L AY,2
3266,L IH K T AH N S T AY N,10
426,L AY D,3
440,L IY F,3
568,L IY JH,3
126,L UW,2
2935,L UW T EH N AH N T,8
330,L AY F,3
630,L AY F ER,4
824,L IH F T,4
2120,L IH G AH M AH N T,8
426,L AY T,3
1266,L AY T AH N,5
1482,L AY T N IH NG,6
1364,L IH G N AY T,6
330,L AY K,3
938,L AY K L IY,5
966,L AY L AE K,5
3356,L IH L AH P Y UW SH AH N,10
952,L IH L T,4
952,L IH L IY,4
532,L AY M AH,4
696,L IY M AH,4
376,L IH M,3
864,L IH M B ER,5
900,L IH M B OW,5
282,L AY M,3
1408,L IH M ER IH K,6
1040,L IH M AH T,5
3016,L IH M IH T EY SH AH N,9
2064,L IH M AH T AH D,7
2064,L IH M IH T IH D,7
1992,L IH M AH Z IY N,7
606,L IH M P,4
1208,L IH NG K AH N,6
1848,L IH N D AH N,6
378,L AY N,3
1920,L IH N IY AH JH,6
1848,L IH N IY AH L,6
1408,L IH N IY ER,5
1344,L IH N AH N,5
376,L IH NG,3
864,L IH NG G ER,5
1920,L AA N ZH ER EY,6
900,L IH NG G OW,5
2146,L IH NG G W IH S T,8
3026,L IH NG G W IH S T IH K,10
606,L IH NG K,4
1264,L IH NG K AH JH,6
1264,L IH NG K IH JH,6
1408,L IH N IH T,5
1015,L IY N OW,4
2705,L AH N OW L IY AH M,8
1920,L IH N S IY D,6
952,L IH N T,4
1848,L IH N T AH L,6
770,L AY AH N,4
440,L IH P,3
1030,L AY P AH D,5
3212,L IH K W AH F AE K SH AH N,11
1724,L IH K W AH F AY,7
824,L IH K ER,4
1576,L IH K W AH D,6
1576,L IH K W IH D,6
2600,L IH K W IH D EY T,8
3552,L IH K W IH D EY SH AH N,10
3112,L IH K W IH D EY T ER,9
3112,L IH K W IH D AH T IY,9
3112,L IH K W IH D IH T IY,9
824,L IH K ER,4
824,L IH R AH,4
770,L AY AH L,4
936,L IH S P,4
1080,L IH S T,4
1520,L IH S AH N,5
568,L IH T,3
1968,L IH T AH N IY,6
2616,L IH T ER AH S IY,7
2032,L IH T ER AH L,6
2344,L IH T ER EH R IY,7
2104,L IH T ER AH T,6
2616,L IH T ER AA T IY,7
2616,L IH T ER AH CH ER,7
426,L AY DH,3
1888,L IH TH IY AH M,6
2234,L IH TH AH G R AE F,8
2864,L IH TH AH G R AE F IH K,10
2696,L AH TH AA G R AH F IY,9
2624,L IH T IH G AH N T,8
3184,L IH T AH G EY SH AH N,9
2616,L IH T IH JH AH S,7
2616,L IH T IH JH AH S,7
1528,L IH T M AH S,6
1080,L IH T ER,4
1520,L IH T AH L,5
2032,L IH T ER AH L,6
3200,L AH T ER JH IH K AH L,9
2104,L IH T ER JH IY,6
1840,L IH V AH B AH L,7
330,L AY V,3
440,L IH V,3
938,L AY V L IY,5
824,L IH V ER,4
1416,L IH V R IY D,6
1224,L IH V ER IY,5
1224,L IH V IH D,5
1592,L IH Z ER D,5
696,L AA M AH,4
126,L OW,2
639,L OW D,3
1719,L OW D AH D,5
1719,L OW D IH D,5
495,L OW F,3
423,L OW M,3
567,L OW N,3
639,L OW TH,3
639,L OW DH,3
440,L AA B,3
824,L AA B IY,4
2248,L AA B IY AH S T,7
495,L OW B,3
1736,L AA B S T ER,6
1265,L OW K AH L,5
1162,L OW K AE L,5
2529,L OW K AE L AH T IY,8
4145,L OW K AH L AH Z EY SH AH N,11
1929,L OW K AH L AY Z,7
1321,L OW K EY T,5
2345,L OW K EY T AH D,7
2273,L OW K EY SH AH N,7
440,L AA K,3
440,L AA K,3
824,L AA K ER,4
1224,L AA K IH T,5
981,L OW K OW,4
2913,L OW K AH M OW SH AH N,9
2841,L OW K AH M OW T IH V,9
1321,L OW K AH S,5
1833,L OW K AH S T,6
568,L AA JH,3
1207,L OW AH S,4
921,L AO F T,4
1321,L AO F T IY,5
495,L AO G,3
1265,L OW G AH N,5
2544,L AA G ER IH DH AH M,8
2600,L AA G ER IH DH M IH K,9
1224,L AA G IY AH,5
1448,L AA JH IH K,5
2176,L AA JH IH K AH L,7
2671,L OW JH IH SH AH N,7
2984,L AH JH IH S T IH K,8
441,L OY N,3
953,L OY T ER,4
504,L AA L,3
1952,L AA L IY P AA P,7
952,L AA L IY,4
1848,L AH N D AH N,6
567,L OW N,3
1393,L OW N L IY,5
423,L AO NG,3
3184,L AO N JH EH V AH T IY,9
3080,L AA N JH AH T UW D,8
4928,L AA N JH AH T UW D AH N AH L,12
126,L UW,2
495,L UH K,3
423,L UW M,3
567,L UW N,3
1064,L UW N IY,4
495,L UW P,3
921,L UW P IY,4
639,L UW S,3
1647,L UW S AH N,5
639,L UW T,3
440,L AA P,3
495,L OW P,3
2691,L OW K W EY SH AH S,8
1667,L OW K W AA T,6
495,L AO R,3
921,L AO R D,4
495,L AO R,3
921,L AO R IY,4
639,L UW Z,3
639,L AO S,3
568,L AA T,3
639,L AO T,3
1647,L OW SH AH N,5
1592,L AA T ER IY,5
1152,L AA T OW,4
1719,L OW T AH S,5
426,L AW D,3
1218,L AW D L IY,5
84,L AW,2
728,L AW N JH,4
330,L AW R,3
426,L AW S,3
826,L AW Z IY,4
426,L AW T,3
1101,L UW V R AH,5
1840,L AH V AH B AH L,7
440,L AH V,3
1120,L AH V L IY,5
126,L OW,2
639,L OW ER,3
889,L OY AH L,4
2305,L OY AH L IH S T,7
1793,L OY AH L T IY,6
2095,L AO Z AH N JH,6
2565,L UW B R AH K AH N T,9
2173,L UW B R IH K EY T,8
3125,L UW B R IH K EY SH AH N,10
2095,L UW S IH N T,6
1647,L UW S ER N,5
1719,L UW S AH D,5
3255,L UW S IH D IH T IY,8
1959,L UW S AH F ER,6
440,L AH K,3
824,L AH K IY,4
2381,L UW K R AH T IH V,8
1320,L AH D AY T,5
2551,L UW D AH K R AH S,8
440,L AH G,3
639,L UW JH,3
1224,L AH G AH JH,5
1224,L AH G IH JH,5
2985,L UW G Y UW B R IY AH S,10
504,L AH L,3
1556,L AH L AH B AY,6
1152,L AH M B AA R,6
864,L AH M B ER,5
2234,L UW M AH N EH R IY,8
1978,L UW M AH N AH S,7
606,L AH M P,4
2032,L UW N AH S IY,6
1064,L UW N ER,4
2400,L UW N AH T IH K,7
952,L AH N CH,4
1848,L AH N CH AH N,6
376,L AH NG,3
952,L AH N JH,4
1265,L UW P AH N,5
568,L ER CH,3
495,L UH R,3
1321,L UH R AH D,5
440,L ER K,3
1592,L AH SH IH S,5
568,L AH SH,3
1080,L AH S T,4
1592,L AH S T ER,5
2232,L AH S T R AH S,7
639,L UW T,3
1207,L UW TH ER,4
2159,L UW TH ER AH N,6
1736,L AH G ZH ER IY,6
84,L AY,2
606,L IH M F,4
2002,L IH M F AE T IH K,8
952,L IH N CH,4
864,L IH NG K S,5
330,L AY R,3
1112,L IH R IH K,5
1840,L IH R IH K AH L,7
3056,L IH R IH S IH Z AH M,9
2760,L IH R IH S IH S T,8
1496,L IH R IH K S,6
1377,L AY S AO L,5
80,EH M,2
80,M AA,2
245,M AE M,3
287,M AE K,3
1576,M AH K AA B R AH,7
1384,M AH K AA B ER,6
1760,M AH K AE D AH M,7
2077,M AE K ER OW N IY,7
766,M AH K AO,4
424,M EY S,3
3371,M AE S AH D OW N IY AH,9
3061,M AE K AH D OW N IY AH,9
3461,M AE S AH D OW N Y AH N,10
3151,M AE K AH D OW N Y AH N,10
328,M AA K,3
2656,M AA K IY AH V EH L IY,9
2368,M AA K Y AH V EH L IY,9
3552,M AA K IY AH V EH L IY AH N,11
3264,M AA K Y AH V EH L IY AH N,11
2829,M AE K AH N EY SH AH N,9
3123,M AE SH AH N EY SH AH N,9
1376,M AH SH IY N,5
2280,M AH SH IY N ER IY,7
2109,M AH CH IH Z M OW,7
1773,M AH K IH Z M OW,7
287,M AE K,3
1469,M AE K ER AH L,6
2389,M AE K AH N T AA SH,8
1385,M AE K R AH M EY,7
371,M AE D,3
2587,M AE D AH G AE S K ER,9
1123,M AE D AH M,5
1123,M AE D AH M,5
1123,M AH D AE M,5
1267,M AE D AH N,5
827,M AE D ER,4
1688,M AH D IH R AH,6
2739,M AE D AH M AH Z EH L,9
1824,M AH D AA N AH,6
1483,M AE D R AH S,6
2099,M AE D R AH G AH L,8
2099,M AE D R IH G AH L,8
2264,M EY L S T R AH M,8
1524,M AY S T R OW,6
1112,M AA F IY AH,5
287,M AE G,3
1981,M AE G AH Z IY N,7
2280,M AH JH EH N T AH,7
1029,M AE G AH T,5
792,M EY JH AY,4
1195,M AE JH IH K,5
1923,M AE JH IH K AH L,7
2400,M AH JH IH SH AH N,7
3955,M AE JH IH S T IY R IY AH L,11
3003,M AE JH AH S T R EY T,9
3003,M AE JH IH S T R EY T,9
735,M AE G M AH,5
2552,M AE G N AE N AH M AH S,10
1387,M AE G N AH T,6
1387,M AE G N EY T,6
1899,M AE G N IY ZH AH,7
2707,M AE G N IY Z IY AH M,9
1387,M AE G N AH T,6
2267,M AE G N EH T IH K,8
3219,M AE G N AH T IH Z AH M,10
3667,M AE G N AH F AH K EY SH AH N,12
3443,M AE G N IH F AH S AH N T,11
3443,M AE G N IH F IH S AH N T,11
1535,M AE G N AH F AY,7
2547,M AE G N AH T UW D,8
2120,M AE G N OW L Y AH,8
1195,M AE G N AH M,6
1728,M AH HH AA T M AH,7
2176,M AH HH AA G AH N IY,8
424,M EY D,3
1376,M EY D AH N,5
376,M EY L,3
280,M EY M,3
376,M EY N,3
1720,M EY N T EY N,6
3008,M EY N T AH N AH N S,9
424,M EY Z,3
2840,M AH JH EH S T IH K,8
2363,M AE JH AH S T IY,7
2712,M AH JH AO L AH K AH,8
936,M EY JH ER,4
2770,M EY JH ER D OW M OW,8
2760,M AH JH AO R AH T IY,8
328,M EY K,3
1696,M AE L AH D IY,6
1184,M AE L EY Z,5
1936,M AH L EH R IY AH,7
2376,M AH L EH R IY AH L,8
1664,M AH L AA W IY,6
824,M EY L EY,4
1720,M AH L EY AH N,6
1792,M AH L EY ZH AH,6
2232,M AH L EY ZH AH N,7
376,M EY L,3
3168,M AH L EH V AH L AH N T,10
2758,M AE L F IY Z AH N S,9
824,M AA L IY,4
1184,M AE L AH S,5
1184,M AE L IH S,5
2304,M AH L IH SH AH S,7
992,M AH L AY N,5
3128,M AH L IH G N AH N S IY,10
2672,M AH L IH G N AH N T,9
423,M AO L,3
1184,M AE L ER D,5
3696,M AE L IY AH B IH L AH T IY,11
2280,M AE L IY AH B AH L,8
1184,M AE L IH T,5
784,M AE L OW,4
920,M AO L T,4
1376,M AO L T AH,5
1888,M AO L T IY Z,6
280,M AA M,3
600,M AA M AH,4
768,M AA M B AH,5
804,M AA M B OW,5
826,M AE M AH L,5
874,M AE M AH TH,5
329,M AE N,3
1184,M AE N AH JH,5
1184,M AE N IH JH,5
1696,M AE N AH JH ER,6
1696,M AE N IH JH ER,6
3288,M AE N IH JH IH R IY AH L,10
1696,M AE N AH T IY,6
2136,M AE N D ER AH N,7
3120,M AE N D AH T AO R IY,9
2280,M AE N D AH B AH L,8
2280,M AE N D IH B AH L,8
2464,M AE N D AH L IH N,8
1728,M AE N D R EY K,7
1784,M AE N D R IH L,7
376,M EY N,3
1956,M AE NG G AH N IY Z,8
824,M EY N JH,4
1280,M EY N JH ER,5
1052,M AE NG G AH L,6
744,M AE NG G OW,5
1302,M AE NG G R OW V,7
2156,M AE N HH AE T AH N,8
1280,M EY N IY AH,5
1538,M EY N IY AE K,6
2056,M AH N AY AH K AH L,8
1056,M AE N IH K,5
1632,M AE N IH K Y ER,7
2352,M AE N AH F EH S T,8
4328,M AE N AH F EH S T EY SH AH N,12
2378,M AE N AH F OW L D,8
2378,M AE N IH F OW L D,8
1664,M AH N IH L AH,6
1552,M AE N IY AA K,6
2976,M AH N IH P Y AH L EY T,10
3928,M AH N IH P Y AH L EY SH AH N,12
3856,M AH N IH P Y AH L EY T IH V,12
728,M AE N AH,4
1784,M AE N AH K IH N,7
728,M AE N ER,4
1184,M AE N ER D,5
2504,M AE N ER IH Z AH M,8
728,M AE N ER,4
1624,M AE N SH AH N,6
1624,M AE N T AH L,6
2072,M AE N T IH L AH,7
1696,M AE N T IH S,6
1624,M AE N T AH L,6
1944,M AE N Y UW AH L,7
2570,M AE N Y AH F AE K CH ER,10
1256,M AH N UH R,5
2974,M AE N Y AH S K R IH P T,11
708,M AE NG K S,5
824,M EH N IY,4
60,M AW,2
1230,M AW IH S T,5
546,M AW R IY,4
287,M AE P,3
1056,M EY P AH L,5
328,M AA R,3
1438,M EH R AH B UW,6
2636,M AE R AH S K IY N OW,9
2064,M EH R AH TH AA N,7
1048,M ER AO D,4
1616,M ER AO D ER,5
1248,M AA R B AH L,6
604,M AA R K,4
712,M AA R CH,4
2456,M AA R SH AH N IH S,8
2456,M AA R SH AH N EH S,8
328,M EH R,3
2064,M AA R JH ER AH N,7
712,M AA R JH,4
1552,M AA R JH AH N,6
2392,M AA R JH AH N AH L,8
1816,M AA R G ER IY T,7
936,M ER IY AH,4
2322,M EH R AH G OW L D,8
2344,M EH R AH W AA N AH,8
1208,M ER IH M B AH,6
1312,M ER IY N AH,5
1960,M AA R IH N EY D,7
1960,M EH R AH N EY T,7
864,M ER IY N,4
1504,M EH R AH N ER,6
2064,M EH R AH T AH L,7
1702,M EH R AH T AY M,7
1744,M AA JH ER AH M,6
604,M AA R K,4
1304,M AA R K AH T,6
1304,M AA R K IH T,6
4328,M AA R K IH T AH B IH L IH T IY,13
2184,M AA R K AH T IH R,8
2000,M AA R M AH L EY D,8
2168,M AA R M AH Z EH T,8
967,M ER UW N,4
604,M AA R K,4
904,M AA R K IY,5
904,M AA R K IY,5
1112,M EH R IH JH,5
1112,M EH R IY D,5
766,M EH R OW,4
712,M EH R IY,4
712,M AA R Z,4
2000,M AA R S AA L AH,7
712,M AA R SH,4
1552,M AA R SH AH L,6
2848,M AA R S UW P IY AH L,9
712,M AA R T,4
1552,M AA R T AH N,6
1552,M AA R SH AH L,6
1552,M AA R SH AH N,6
1552,M AA R T AH N,6
1552,M AA R T IH N,6
2000,M AA R T IY N IY,7
1112,M AA R T ER,5
1248,M AA R V AH L,6
904,M AA R K S,5
2624,M AA R K S IH Z AH M,9
2328,M AA R K S AH S T,8
2328,M AA R K S IH S T,8
712,M EH R IY,4
1755,M AE S K EH R AH,7
1483,M AE S K AH T,6
1483,M AE S K AA T,6
2459,M AE S K Y AH L AH N,9
3875,M AE S K Y AH L IH N AH T IY,12
371,M AE SH,3
699,M AE S K,4
2491,M AE S AH K IH S T,8
3371,M AE S AH K IH S T IH K,10
1376,M EY S AH N,5
2152,M AH S AA N IH K,7
1995,M AE S K ER EY D,7
371,M AE S,3
1579,M AE S AH K ER,6
1448,M AH S AA ZH,5
1195,M AE S IY F,5
1195,M AE S IH F,5
1195,M AE S IH V,5
827,M AE S T,4
3107,M AE S T EH K T AH M IY,10
1339,M AE S T ER,5
1851,M AE S T ER IY,6
1707,M AE S T AH F,6
2930,M AE S T AH D AO N,8
3339,M AE S T OY D AY T AH S,10
2491,M AE S T ER B EY T,8
3443,M AE S T ER B EY SH AH N,10
371,M AE T,3
2337,M AE T AH D AO R,7
371,M AE CH,3
424,M EY T,3
2528,M AH T IH R IY AH L,8
4240,M AH T IH R IY AH L IH Z AH M,12
3944,M AH T IH R IY AH L IH S T,11
4824,M AH T IH R IY AH L IH S T IH K,13
3192,M AH T IH R IY AH L AY Z,10
2216,M AH T ER N AH L,7
2792,M AH T ER N IH T IY,8
936,M EY T IY,4
371,M AE TH,3
3251,M AE TH AH M AE T IH K AH L,11
3763,M AE TH AH M AH T IH SH AH N,11
1715,M AE T IH N EY,6
2220,M EY T R IY AA R K,8
2864,M EY T R IY AA R K AH L,10
2520,M EY T R IY AA R K IY,9
3288,M AH T R IH K Y AH L EY T,11
3406,M AE T R AH M OW N IY AH L,11
2510,M AE T R AH M OW N IY,9
1848,M EY T R IH K S,7
1520,M EY T R AH N,6
827,M AE T ER,4
1123,M AE T IH NG,5
1483,M AE T R AH S,6
2803,M AE CH ER EY SH AH N,8
1422,M AH CH UH R,5
2760,M AH CH UH R AH T IY,8
1805,M AO D L IH N,6
423,M AO L,3
3051,M AO R IH T EY N IY AH,9
2811,M AO R IH T EY N Y AH,9
2731,M AO R IH T IY AH S,8
2685,M AO S AH L IY AH M,8
369,M AO V,3
1397,M AE V ER IH K,6
1121,M AE V R IH K,6
1112,M EY V IH S,5
90,M AO,2
1195,M AO K IH SH,5
1029,M AE K S IY,5
1325,M AE K S AH M,6
1941,M AE K S AH M AH L,8
3965,M AE K S IH M IH Z EY SH AH N,12
1813,M AE K S AH M AY Z,8
1845,M AE K S AH M AH M,8
80,M EY,2
662,M AY AH N,4
712,M EY B IY,4
944,M EY HH EH M,5
1768,M EY AH N EY Z,6
424,M EY ER,3
1376,M EY ER AH L,5
2280,M EY ER AH L T IY,7
424,M EY Z,3
1784,M AH K AA R TH IY,7
3616,M AH K AA R TH IY IH Z AH M,11
424,M IY D,3
376,M IY L,3
824,M IY L IY,4
376,M IY N,3
1616,M IY AE N D ER,6
1312,M IY Z L IY,5
936,M EH ZH ER,4
1448,M EH ZH ER D,5
424,M IY T,3
712,M EH K AH,4
1686,M AH K AE N IH K,7
1686,M IH K AE N IH K,7
2414,M AH K AE N IH K AH L,9
2768,M EH K AH N IH Z AH M,9
3352,M EH K AH N IH S T IH K,10
3936,M EH K AH N AH Z EY SH AH N,11
1720,M EH K AH N AY Z,7
1376,M EH D AH L,5
2222,M AH D AE L Y AH N,8
1376,M EH D AH L,5
1448,M IY D IY AH,5
1888,M IY D IY AH L,6
1888,M IY D IY AH N,6
1960,M IY D IY EY T,6
2912,M IY D IY EY SH AH N,8
2472,M IY D IY EY T ER,7
1304,M EH D IH K,5
2032,M EH D AH K AH L,7
2032,M EH D IH K AH L,7
1976,M EH D AH K EH R,7
3040,M EH D AH K EY SH AH N,9
3240,M AH D IH S AH N AH L,9
2400,M EH D AH S AH N,7
2032,M IH D IY V AH L,7
2032,M IY D IY V AH L,7
2360,M IY D IY OW K ER,7
3304,M IY D IY AA K R AH T IY,10
2472,M EH D AH T EY T,7
3424,M EH D AH T EY SH AH N,9
3352,M EH D AH T EY T IH V,9
4256,M EH D AH T ER EY N IY AH N,11
1744,M IY D IY AH M,6
1312,M EH D L ER,5
1312,M EH D L IY,5
328,M IY K,3
424,M IY T,3
3419,M EH G AH L OW M EY N IY AH,11
1825,M EH G AH F OW N,7
3000,M EH L AH N K AA L IH K,10
2672,M EH L AH N K AA L IY,9
992,M EH L AE NG,5
824,M EH L D,4
824,M EY L EY,4
887,M EH L OW,4
2160,M AH L AA D IH K,7
2992,M AH L OW D IY AH S,8
2584,M EH L AH D R AA M AH,9
3664,M EH L AH D R AH M AE T IH K,12
1792,M EH L AH D IY,6
1216,M EH L AH N,5
824,M EH L T,4
768,M EH M B ER,5
1340,M EH M B R EY N,7
2244,M EH M B R AH N AH S,9
1864,M IH M EH N T OW,7
1184,M EH M W AA R,6
2704,M EH M ER AH B IY L Y AH,10
2040,M EH M ER AH B AH L,8
2432,M EH M ER AE N D AH M,9
2190,M AH M AO R IY AH L,8
2854,M AH M AO R IY AH L AY Z,10
1232,M EH M ER AY Z,6
944,M EH M ER IY,5
1280,M EH N AH S,5
1280,M EH N IH S,5
2128,M AH N AE JH ER IY,7
824,M EH N D,4
2816,M EH N D EY SH AH S,8
3144,M EH N D AE S IH T IY,9
1720,M EH N D AH L,6
1720,M IY N IY AH L,6
3288,M EH N AH N JH AY T AH S,10
1728,M EH N AH P AW Z,7
3024,M EH N S T R UW AH L,9
2376,M EH N S T R AH L,8
4056,M EH N S T R UW EY SH AH N,11
1720,M EH N T AH L,6
2968,M EH N T AE L AH T IY,9
2968,M EH N T AE L IH T IY,9
1839,M EH N TH AO L,6
1720,M EH N SH AH N,6
1758,M EH N T AO R,6
1280,M EH N T ER,5
1088,M EH N Y UW,5
2162,M ER K AH N T AY L,8
1624,M ER K EY T ER,6
2536,M ER S AH N EH R IY,8
936,M ER S ER,4
2536,M ER CH AH N D AY Z,8
1824,M ER CH AH N T,6
2536,M ER K Y UH R IY AH L,9
1304,M ER K Y ER IY,6
936,M ER S IY,4
328,M IH R,3
1008,M IH R L IY,5
424,M ER JH,3
936,M ER JH ER,4
2400,M ER IH D IY AH N,7
1375,M ER IY N OW,5
1112,M EH R AH T,5
3628,M EH R IH T AO K R AH S IY,11
3448,M EH R AH T AO R IY AH S,10
944,M ER M EY D,5
712,M EH R IY,4
936,M EY S AH,4
2360,M EH S K AH L IY N,8
424,M EH SH,3
1672,M EH Z M ER AY Z,7
1376,M EY Z AA N,5
424,M EH S,3
1448,M EH S AH JH,5
1448,M EH S IH JH,5
2280,M EH S AH N JH ER,7
2280,M EH S IH N JH ER,7
1176,M AH S AY AH,5
2488,M EH S IY AE N IH K,8
2544,M EH S T IY Z OW,7
